Cluster number,Household number,Line number,Cluster number,Household number,Man's line number,Interviewer number,Supervisor number,Interviewer number,Day of interview
35.0,6.0,3.0,35.0,6.0,3.0,21.0,20.0,21.0,4.0
35.0,8.0,2.0,35.0,8.0,2.0,21.0,20.0,21.0,24.0
35.0,8.0,3.0,35.0,8.0,3.0,21.0,20.0,21.0,24.0
35.0,12.0,2.0,35.0,12.0,2.0,21.0,20.0,21.0,3.0
35.0,14.0,1.0,35.0,14.0,1.0,22.0,20.0,22.0,3.0
35.0,16.0,4.0,35.0,16.0,4.0,22.0,20.0,22.0,24.0
35.0,16.0,8.0,35.0,16.0,8.0,22.0,20.0,22.0,24.0
35.0,20.0,1.0,35.0,20.0,1.0,22.0,20.0,22.0,3.0
35.0,24.0,2.0,35.0,24.0,2.0,22.0,20.0,22.0,4.0
35.0,26.0,4.0,35.0,26.0,4.0,22.0,20.0,22.0,31.0
36.0,1.0,2.0,36.0,1.0,2.0,21.0,20.0,21.0,16.0
36.0,3.0,1.0,36.0,3.0,1.0,21.0,20.0,21.0,29.0
36.0,3.0,4.0,36.0,3.0,4.0,21.0,20.0,21.0,13.0
36.0,5.0,2.0,36.0,5.0,2.0,21.0,20.0,21.0,17.0
36.0,7.0,3.0,36.0,7.0,3.0,21.0,20.0,21.0,11.0
36.0,9.0,1.0,36.0,9.0,1.0,21.0,20.0,21.0,11.0
36.0,11.0,1.0,36.0,11.0,1.0,21.0,20.0,21.0,14.0
36.0,15.0,2.0,36.0,15.0,2.0,22.0,20.0,22.0,13.0
36.0,15.0,3.0,36.0,15.0,3.0,22.0,20.0,22.0,13.0
36.0,17.0,3.0,36.0,17.0,3.0,22.0,20.0,22.0,9.0
36.0,21.0,2.0,36.0,21.0,2.0,22.0,20.0,22.0,11.0
37.0,1.0,1.0,37.0,1.0,1.0,22.0,20.0,22.0,23.0
37.0,5.0,1.0,37.0,5.0,1.0,22.0,20.0,22.0,11.0
37.0,25.0,1.0,37.0,25.0,1.0,21.0,20.0,21.0,14.0
37.0,25.0,5.0,37.0,25.0,5.0,21.0,20.0,21.0,21.0
37.0,25.0,6.0,37.0,25.0,6.0,21.0,20.0,21.0,21.0
38.0,7.0,2.0,38.0,7.0,2.0,13.0,10.0,13.0,6.0
38.0,9.0,4.0,38.0,9.0,4.0,13.0,10.0,13.0,9.0
38.0,11.0,1.0,38.0,11.0,1.0,13.0,10.0,13.0,9.0
38.0,13.0,1.0,38.0,13.0,1.0,13.0,10.0,13.0,9.0
38.0,15.0,1.0,38.0,15.0,1.0,12.0,10.0,12.0,1.0
38.0,21.0,2.0,38.0,21.0,2.0,12.0,10.0,12.0,30.0
38.0,25.0,1.0,38.0,25.0,1.0,12.0,10.0,12.0,31.0
39.0,5.0,1.0,39.0,5.0,1.0,12.0,10.0,12.0,10.0
39.0,5.0,4.0,39.0,5.0,4.0,12.0,10.0,12.0,11.0
39.0,7.0,1.0,39.0,7.0,1.0,12.0,10.0,12.0,5.0
39.0,9.0,1.0,39.0,9.0,1.0,12.0,10.0,12.0,5.0
39.0,11.0,3.0,39.0,11.0,3.0,12.0,10.0,12.0,5.0
39.0,17.0,1.0,39.0,17.0,1.0,13.0,10.0,13.0,5.0
39.0,17.0,2.0,39.0,17.0,2.0,13.0,10.0,13.0,5.0
39.0,19.0,3.0,39.0,19.0,3.0,13.0,10.0,13.0,10.0
39.0,23.0,3.0,39.0,23.0,3.0,13.0,10.0,13.0,10.0
40.0,5.0,3.0,40.0,5.0,3.0,13.0,10.0,13.0,12.0
40.0,7.0,1.0,40.0,7.0,1.0,13.0,10.0,13.0,30.0
40.0,11.0,1.0,40.0,11.0,1.0,13.0,10.0,13.0,12.0
40.0,13.0,3.0,40.0,13.0,3.0,13.0,10.0,13.0,30.0
40.0,15.0,1.0,40.0,15.0,1.0,12.0,10.0,12.0,5.0
40.0,17.0,1.0,40.0,17.0,1.0,12.0,10.0,12.0,2.0
40.0,21.0,2.0,40.0,21.0,2.0,12.0,10.0,12.0,31.0
41.0,2.0,1.0,41.0,2.0,1.0,32.0,30.0,32.0,28.0
41.0,4.0,1.0,41.0,4.0,1.0,32.0,30.0,32.0,29.0
41.0,8.0,1.0,41.0,8.0,1.0,32.0,30.0,32.0,29.0
41.0,10.0,3.0,41.0,10.0,3.0,32.0,30.0,32.0,29.0
41.0,10.0,4.0,41.0,10.0,4.0,32.0,30.0,32.0,29.0
41.0,12.0,1.0,41.0,12.0,1.0,32.0,30.0,32.0,28.0
41.0,12.0,3.0,41.0,12.0,3.0,32.0,30.0,32.0,29.0
41.0,14.0,3.0,41.0,14.0,3.0,33.0,30.0,33.0,28.0
41.0,14.0,4.0,41.0,14.0,4.0,33.0,30.0,33.0,28.0
41.0,14.0,5.0,41.0,14.0,5.0,33.0,30.0,33.0,28.0
41.0,16.0,3.0,41.0,16.0,3.0,33.0,30.0,33.0,28.0
41.0,18.0,3.0,41.0,18.0,3.0,33.0,30.0,33.0,29.0
41.0,18.0,4.0,41.0,18.0,4.0,33.0,30.0,33.0,29.0
41.0,20.0,2.0,41.0,20.0,2.0,33.0,30.0,33.0,28.0
41.0,22.0,1.0,41.0,22.0,1.0,33.0,30.0,33.0,29.0
42.0,1.0,2.0,42.0,1.0,2.0,43.0,40.0,43.0,23.0
42.0,7.0,1.0,42.0,7.0,1.0,43.0,40.0,43.0,3.0
42.0,11.0,1.0,42.0,11.0,1.0,44.0,40.0,44.0,4.0
42.0,11.0,6.0,42.0,11.0,6.0,44.0,40.0,44.0,23.0
42.0,15.0,1.0,42.0,15.0,1.0,43.0,40.0,43.0,23.0
42.0,15.0,2.0,42.0,15.0,2.0,43.0,40.0,43.0,23.0
42.0,15.0,3.0,42.0,15.0,3.0,43.0,40.0,43.0,23.0
42.0,17.0,1.0,42.0,17.0,1.0,43.0,40.0,43.0,22.0
42.0,17.0,3.0,42.0,17.0,3.0,43.0,40.0,43.0,22.0
42.0,19.0,1.0,42.0,19.0,1.0,43.0,40.0,43.0,22.0
42.0,19.0,2.0,42.0,19.0,2.0,43.0,40.0,43.0,3.0
42.0,19.0,3.0,42.0,19.0,3.0,43.0,40.0,43.0,3.0
42.0,23.0,1.0,42.0,23.0,1.0,43.0,40.0,43.0,4.0
43.0,4.0,2.0,43.0,4.0,2.0,44.0,40.0,44.0,20.0
43.0,6.0,1.0,43.0,6.0,1.0,44.0,40.0,44.0,23.0
43.0,8.0,1.0,43.0,8.0,1.0,44.0,40.0,44.0,20.0
43.0,8.0,4.0,43.0,8.0,4.0,44.0,40.0,44.0,22.0
43.0,10.0,1.0,43.0,10.0,1.0,44.0,40.0,44.0,23.0
43.0,10.0,3.0,43.0,10.0,3.0,44.0,40.0,44.0,22.0
43.0,12.0,1.0,43.0,12.0,1.0,43.0,40.0,43.0,21.0
43.0,12.0,2.0,43.0,12.0,2.0,43.0,40.0,43.0,21.0
43.0,12.0,3.0,43.0,12.0,3.0,43.0,40.0,43.0,21.0
43.0,16.0,2.0,43.0,16.0,2.0,43.0,40.0,43.0,21.0
43.0,16.0,3.0,43.0,16.0,3.0,43.0,40.0,43.0,21.0
43.0,18.0,1.0,43.0,18.0,1.0,43.0,40.0,43.0,21.0
43.0,18.0,3.0,43.0,18.0,3.0,43.0,40.0,43.0,21.0
43.0,18.0,7.0,43.0,18.0,7.0,43.0,40.0,43.0,21.0
43.0,20.0,1.0,43.0,20.0,1.0,43.0,40.0,43.0,21.0
43.0,22.0,1.0,43.0,22.0,1.0,43.0,40.0,43.0,21.0
43.0,24.0,1.0,43.0,24.0,1.0,43.0,40.0,43.0,21.0
43.0,26.0,1.0,43.0,26.0,1.0,43.0,40.0,43.0,23.0
44.0,6.0,1.0,44.0,6.0,1.0,43.0,40.0,43.0,21.0
44.0,8.0,3.0,44.0,8.0,3.0,43.0,40.0,43.0,20.0
44.0,10.0,2.0,44.0,10.0,2.0,43.0,40.0,43.0,21.0
44.0,14.0,1.0,44.0,14.0,1.0,44.0,40.0,44.0,19.0
44.0,16.0,1.0,44.0,16.0,1.0,44.0,40.0,44.0,19.0
44.0,18.0,1.0,44.0,18.0,1.0,44.0,40.0,44.0,19.0
44.0,24.0,1.0,44.0,24.0,1.0,44.0,40.0,44.0,19.0
44.0,26.0,1.0,44.0,26.0,1.0,43.0,40.0,43.0,21.0
45.0,2.0,3.0,45.0,2.0,3.0,44.0,40.0,44.0,25.0
45.0,2.0,4.0,45.0,2.0,4.0,44.0,40.0,44.0,25.0
45.0,4.0,3.0,45.0,4.0,3.0,44.0,40.0,44.0,30.0
45.0,6.0,1.0,45.0,6.0,1.0,44.0,40.0,44.0,4.0
45.0,10.0,1.0,45.0,10.0,1.0,44.0,40.0,44.0,26.0
45.0,14.0,2.0,45.0,14.0,2.0,43.0,40.0,43.0,25.0
45.0,20.0,1.0,45.0,20.0,1.0,43.0,40.0,43.0,3.0
45.0,24.0,1.0,45.0,24.0,1.0,43.0,40.0,43.0,26.0
46.0,1.0,1.0,46.0,1.0,1.0,43.0,40.0,43.0,28.0
46.0,3.0,1.0,46.0,3.0,1.0,43.0,40.0,43.0,29.0
46.0,5.0,1.0,46.0,5.0,1.0,43.0,40.0,43.0,29.0
46.0,9.0,1.0,46.0,9.0,1.0,43.0,40.0,43.0,27.0
46.0,11.0,1.0,46.0,11.0,1.0,43.0,40.0,43.0,27.0
46.0,11.0,3.0,46.0,11.0,3.0,43.0,40.0,43.0,27.0
46.0,13.0,3.0,46.0,13.0,3.0,43.0,40.0,43.0,28.0
46.0,15.0,2.0,46.0,15.0,2.0,44.0,40.0,44.0,1.0
46.0,15.0,5.0,46.0,15.0,5.0,44.0,40.0,44.0,29.0
46.0,15.0,7.0,46.0,15.0,7.0,44.0,40.0,44.0,29.0
46.0,17.0,1.0,46.0,17.0,1.0,44.0,40.0,44.0,29.0
46.0,25.0,1.0,46.0,25.0,1.0,44.0,40.0,44.0,27.0
47.0,1.0,1.0,47.0,1.0,1.0,44.0,40.0,44.0,30.0
47.0,3.0,1.0,47.0,3.0,1.0,44.0,40.0,44.0,4.0
47.0,7.0,3.0,47.0,7.0,3.0,44.0,40.0,44.0,30.0
47.0,11.0,1.0,47.0,11.0,1.0,44.0,40.0,44.0,1.0
47.0,13.0,2.0,47.0,13.0,2.0,44.0,40.0,44.0,4.0
47.0,15.0,1.0,47.0,15.0,1.0,43.0,40.0,43.0,30.0
47.0,17.0,1.0,47.0,17.0,1.0,43.0,40.0,43.0,30.0
47.0,19.0,1.0,47.0,19.0,1.0,43.0,40.0,43.0,1.0
47.0,25.0,1.0,47.0,25.0,1.0,43.0,40.0,43.0,30.0
48.0,1.0,2.0,48.0,1.0,2.0,43.0,40.0,43.0,3.0
48.0,3.0,2.0,48.0,3.0,2.0,43.0,40.0,43.0,4.0
48.0,7.0,2.0,48.0,7.0,2.0,43.0,40.0,43.0,2.0
48.0,7.0,4.0,48.0,7.0,4.0,43.0,40.0,43.0,2.0
48.0,11.0,1.0,48.0,11.0,1.0,43.0,40.0,43.0,2.0
48.0,13.0,1.0,48.0,13.0,1.0,43.0,40.0,43.0,2.0
48.0,17.0,1.0,48.0,17.0,1.0,44.0,40.0,44.0,3.0
48.0,19.0,1.0,48.0,19.0,1.0,44.0,40.0,44.0,2.0
48.0,19.0,5.0,48.0,19.0,5.0,44.0,40.0,44.0,2.0
48.0,21.0,1.0,48.0,21.0,1.0,44.0,40.0,44.0,3.0
48.0,21.0,4.0,48.0,21.0,4.0,44.0,40.0,44.0,3.0
49.0,2.0,3.0,49.0,2.0,3.0,32.0,30.0,32.0,23.0
49.0,8.0,2.0,49.0,8.0,2.0,32.0,30.0,32.0,22.0
49.0,8.0,3.0,49.0,8.0,3.0,32.0,30.0,32.0,23.0
49.0,10.0,1.0,49.0,10.0,1.0,32.0,30.0,32.0,22.0
49.0,14.0,1.0,49.0,14.0,1.0,33.0,30.0,33.0,22.0
49.0,18.0,2.0,49.0,18.0,2.0,33.0,30.0,33.0,23.0
49.0,20.0,5.0,49.0,20.0,5.0,33.0,30.0,33.0,22.0
49.0,24.0,1.0,49.0,24.0,1.0,33.0,30.0,33.0,22.0
50.0,1.0,1.0,50.0,1.0,1.0,32.0,30.0,32.0,26.0
50.0,5.0,1.0,50.0,5.0,1.0,32.0,30.0,32.0,24.0
50.0,9.0,1.0,50.0,9.0,1.0,32.0,30.0,32.0,24.0
50.0,11.0,1.0,50.0,11.0,1.0,32.0,30.0,32.0,24.0
50.0,11.0,3.0,50.0,11.0,3.0,32.0,30.0,32.0,24.0
50.0,15.0,1.0,50.0,15.0,1.0,33.0,30.0,33.0,23.0
50.0,23.0,2.0,50.0,23.0,2.0,33.0,30.0,33.0,24.0
51.0,2.0,1.0,51.0,2.0,1.0,43.0,40.0,43.0,4.0
51.0,4.0,1.0,51.0,4.0,1.0,43.0,40.0,43.0,4.0
51.0,6.0,2.0,51.0,6.0,2.0,43.0,40.0,43.0,4.0
51.0,8.0,1.0,51.0,8.0,1.0,43.0,40.0,43.0,3.0
51.0,8.0,3.0,51.0,8.0,3.0,43.0,40.0,43.0,3.0
51.0,12.0,1.0,51.0,12.0,1.0,44.0,40.0,44.0,4.0
51.0,14.0,2.0,51.0,14.0,2.0,44.0,40.0,44.0,4.0
51.0,16.0,2.0,51.0,16.0,2.0,44.0,40.0,44.0,3.0
51.0,18.0,6.0,51.0,18.0,6.0,44.0,40.0,44.0,4.0
51.0,20.0,1.0,51.0,20.0,1.0,44.0,40.0,44.0,3.0
51.0,22.0,2.0,51.0,22.0,2.0,44.0,40.0,44.0,4.0
52.0,1.0,1.0,52.0,1.0,1.0,32.0,30.0,32.0,1.0
52.0,3.0,2.0,52.0,3.0,2.0,32.0,30.0,32.0,2.0
52.0,3.0,6.0,52.0,3.0,6.0,32.0,30.0,32.0,1.0
52.0,5.0,3.0,52.0,5.0,3.0,32.0,30.0,32.0,2.0
52.0,13.0,1.0,52.0,13.0,1.0,33.0,30.0,33.0,1.0
52.0,15.0,3.0,52.0,15.0,3.0,33.0,30.0,33.0,8.0
52.0,25.0,3.0,52.0,25.0,3.0,33.0,30.0,33.0,2.0
53.0,2.0,1.0,53.0,2.0,1.0,32.0,30.0,32.0,5.0
53.0,4.0,2.0,53.0,4.0,2.0,32.0,30.0,32.0,4.0
53.0,4.0,5.0,53.0,4.0,5.0,32.0,30.0,32.0,4.0
53.0,6.0,2.0,53.0,6.0,2.0,33.0,30.0,33.0,6.0
53.0,12.0,1.0,53.0,12.0,1.0,33.0,30.0,33.0,5.0
53.0,14.0,2.0,53.0,14.0,2.0,32.0,30.0,32.0,5.0
53.0,16.0,1.0,53.0,16.0,1.0,33.0,30.0,33.0,5.0
53.0,20.0,1.0,53.0,20.0,1.0,33.0,30.0,33.0,5.0
53.0,24.0,3.0,53.0,24.0,3.0,33.0,30.0,33.0,6.0
54.0,3.0,3.0,54.0,3.0,3.0,32.0,30.0,32.0,7.0
54.0,3.0,4.0,54.0,3.0,4.0,32.0,30.0,32.0,8.0
54.0,5.0,1.0,54.0,5.0,1.0,32.0,30.0,32.0,7.0
54.0,7.0,1.0,54.0,7.0,1.0,32.0,30.0,32.0,8.0
54.0,11.0,2.0,54.0,11.0,2.0,33.0,30.0,33.0,10.0
54.0,15.0,2.0,54.0,15.0,2.0,32.0,30.0,32.0,8.0
54.0,19.0,1.0,54.0,19.0,1.0,33.0,30.0,33.0,7.0
54.0,21.0,3.0,54.0,21.0,3.0,33.0,30.0,33.0,8.0
54.0,25.0,3.0,54.0,25.0,3.0,33.0,30.0,33.0,8.0
55.0,3.0,1.0,55.0,3.0,1.0,33.0,30.0,33.0,12.0
55.0,7.0,1.0,55.0,7.0,1.0,33.0,30.0,33.0,11.0
55.0,13.0,1.0,55.0,13.0,1.0,33.0,30.0,33.0,12.0
55.0,15.0,3.0,55.0,15.0,3.0,33.0,30.0,33.0,11.0
55.0,19.0,1.0,55.0,19.0,1.0,32.0,30.0,32.0,11.0
55.0,21.0,2.0,55.0,21.0,2.0,32.0,30.0,32.0,10.0
55.0,25.0,1.0,55.0,25.0,1.0,32.0,30.0,32.0,12.0
56.0,1.0,1.0,56.0,1.0,1.0,32.0,30.0,32.0,13.0
56.0,3.0,2.0,56.0,3.0,2.0,32.0,30.0,32.0,14.0
56.0,3.0,3.0,56.0,3.0,3.0,32.0,30.0,32.0,16.0
56.0,5.0,1.0,56.0,5.0,1.0,33.0,30.0,33.0,15.0
56.0,7.0,2.0,56.0,7.0,2.0,33.0,30.0,33.0,13.0
56.0,11.0,3.0,56.0,11.0,3.0,33.0,30.0,33.0,16.0
56.0,15.0,1.0,56.0,15.0,1.0,32.0,30.0,32.0,15.0
56.0,19.0,1.0,56.0,19.0,1.0,32.0,30.0,32.0,15.0
56.0,25.0,2.0,56.0,25.0,2.0,33.0,30.0,33.0,15.0
57.0,6.0,2.0,57.0,6.0,2.0,33.0,30.0,33.0,17.0
57.0,12.0,1.0,57.0,12.0,1.0,33.0,30.0,33.0,18.0
57.0,14.0,5.0,57.0,14.0,5.0,32.0,30.0,32.0,19.0
57.0,16.0,1.0,57.0,16.0,1.0,32.0,30.0,32.0,18.0
57.0,18.0,2.0,57.0,18.0,2.0,32.0,30.0,32.0,19.0
57.0,20.0,3.0,57.0,20.0,3.0,32.0,30.0,32.0,19.0
57.0,24.0,2.0,57.0,24.0,2.0,32.0,30.0,32.0,19.0
57.0,24.0,3.0,57.0,24.0,3.0,32.0,30.0,32.0,19.0
58.0,2.0,1.0,58.0,2.0,1.0,44.0,40.0,44.0,15.0
58.0,6.0,2.0,58.0,6.0,2.0,44.0,40.0,44.0,16.0
58.0,8.0,4.0,58.0,8.0,4.0,44.0,40.0,44.0,18.0
58.0,8.0,6.0,58.0,8.0,6.0,44.0,40.0,44.0,18.0
58.0,12.0,1.0,58.0,12.0,1.0,43.0,40.0,43.0,16.0
58.0,12.0,3.0,58.0,12.0,3.0,43.0,40.0,43.0,16.0
58.0,12.0,4.0,58.0,12.0,4.0,43.0,40.0,43.0,16.0
58.0,16.0,1.0,58.0,16.0,1.0,43.0,40.0,43.0,16.0
58.0,18.0,1.0,58.0,18.0,1.0,43.0,40.0,43.0,16.0
58.0,26.0,4.0,58.0,26.0,4.0,43.0,40.0,43.0,15.0
59.0,2.0,3.0,59.0,2.0,3.0,43.0,40.0,43.0,19.0
59.0,4.0,3.0,59.0,4.0,3.0,43.0,40.0,43.0,19.0
59.0,8.0,1.0,59.0,8.0,1.0,43.0,40.0,43.0,19.0
59.0,10.0,2.0,59.0,10.0,2.0,43.0,40.0,43.0,20.0
59.0,12.0,1.0,59.0,12.0,1.0,43.0,40.0,43.0,19.0
59.0,16.0,1.0,59.0,16.0,1.0,44.0,40.0,44.0,20.0
59.0,20.0,2.0,59.0,20.0,2.0,44.0,40.0,44.0,19.0
59.0,20.0,7.0,59.0,20.0,7.0,44.0,40.0,44.0,19.0
59.0,26.0,2.0,59.0,26.0,2.0,43.0,40.0,43.0,19.0
60.0,6.0,1.0,60.0,6.0,1.0,43.0,40.0,43.0,14.0
60.0,8.0,1.0,60.0,8.0,1.0,43.0,40.0,43.0,14.0
60.0,10.0,1.0,60.0,10.0,1.0,43.0,40.0,43.0,14.0
60.0,12.0,1.0,60.0,12.0,1.0,43.0,40.0,43.0,14.0
60.0,14.0,1.0,60.0,14.0,1.0,43.0,40.0,43.0,14.0
60.0,16.0,1.0,60.0,16.0,1.0,43.0,40.0,43.0,14.0
60.0,18.0,1.0,60.0,18.0,1.0,44.0,40.0,44.0,14.0
60.0,20.0,1.0,60.0,20.0,1.0,44.0,40.0,44.0,14.0
60.0,24.0,1.0,60.0,24.0,1.0,44.0,40.0,44.0,14.0
60.0,26.0,1.0,60.0,26.0,1.0,44.0,40.0,44.0,14.0
61.0,6.0,7.0,61.0,6.0,7.0,44.0,40.0,44.0,12.0
61.0,6.0,8.0,61.0,6.0,8.0,44.0,40.0,44.0,13.0
61.0,14.0,3.0,61.0,14.0,3.0,43.0,40.0,43.0,11.0
61.0,18.0,1.0,61.0,18.0,1.0,44.0,40.0,44.0,13.0
61.0,18.0,5.0,61.0,18.0,5.0,44.0,40.0,44.0,13.0
61.0,22.0,1.0,61.0,22.0,1.0,43.0,40.0,43.0,12.0
61.0,24.0,1.0,61.0,24.0,1.0,44.0,40.0,44.0,13.0
61.0,24.0,3.0,61.0,24.0,3.0,44.0,40.0,44.0,11.0
61.0,26.0,1.0,61.0,26.0,1.0,43.0,40.0,43.0,13.0
61.0,26.0,4.0,61.0,26.0,4.0,43.0,40.0,43.0,13.0
62.0,4.0,1.0,62.0,4.0,1.0,44.0,40.0,44.0,24.0
62.0,6.0,1.0,62.0,6.0,1.0,44.0,40.0,44.0,23.0
62.0,26.0,1.0,62.0,26.0,1.0,43.0,40.0,43.0,24.0
63.0,4.0,1.0,63.0,4.0,1.0,43.0,40.0,43.0,26.0
63.0,6.0,1.0,63.0,6.0,1.0,43.0,40.0,43.0,26.0
63.0,8.0,1.0,63.0,8.0,1.0,44.0,40.0,44.0,1.0
63.0,10.0,1.0,63.0,10.0,1.0,44.0,40.0,44.0,26.0
63.0,10.0,4.0,63.0,10.0,4.0,44.0,40.0,44.0,1.0
63.0,18.0,1.0,63.0,18.0,1.0,43.0,40.0,43.0,2.0
63.0,18.0,3.0,63.0,18.0,3.0,44.0,40.0,44.0,2.0
63.0,20.0,3.0,63.0,20.0,3.0,43.0,40.0,43.0,1.0
63.0,20.0,4.0,63.0,20.0,4.0,43.0,40.0,43.0,1.0
63.0,22.0,1.0,63.0,22.0,1.0,44.0,40.0,44.0,2.0
63.0,22.0,3.0,63.0,22.0,3.0,44.0,40.0,44.0,5.0
63.0,22.0,4.0,63.0,22.0,4.0,44.0,40.0,44.0,5.0
63.0,24.0,2.0,63.0,24.0,2.0,43.0,40.0,43.0,2.0
64.0,5.0,1.0,64.0,5.0,1.0,43.0,40.0,43.0,5.0
64.0,7.0,1.0,64.0,7.0,1.0,44.0,40.0,44.0,7.0
64.0,13.0,3.0,64.0,13.0,3.0,44.0,40.0,44.0,5.0
64.0,17.0,1.0,64.0,17.0,1.0,43.0,40.0,43.0,6.0
64.0,21.0,1.0,64.0,21.0,1.0,44.0,40.0,44.0,6.0
64.0,25.0,2.0,64.0,25.0,2.0,44.0,40.0,44.0,6.0
64.0,25.0,5.0,64.0,25.0,5.0,44.0,40.0,44.0,7.0
65.0,2.0,2.0,65.0,2.0,2.0,44.0,40.0,44.0,9.0
65.0,8.0,5.0,65.0,8.0,5.0,44.0,40.0,44.0,8.0
65.0,14.0,2.0,65.0,14.0,2.0,43.0,40.0,43.0,8.0
65.0,14.0,4.0,65.0,14.0,4.0,43.0,40.0,43.0,8.0
65.0,16.0,1.0,65.0,16.0,1.0,43.0,40.0,43.0,9.0
65.0,16.0,8.0,65.0,16.0,8.0,43.0,40.0,43.0,9.0
65.0,26.0,2.0,65.0,26.0,2.0,44.0,40.0,44.0,9.0
66.0,3.0,2.0,66.0,3.0,2.0,44.0,40.0,44.0,19.0
66.0,7.0,2.0,66.0,7.0,2.0,44.0,40.0,44.0,19.0
66.0,9.0,2.0,66.0,9.0,2.0,43.0,40.0,43.0,19.0
66.0,9.0,8.0,66.0,9.0,8.0,43.0,40.0,43.0,19.0
66.0,11.0,5.0,66.0,11.0,5.0,43.0,40.0,43.0,19.0
66.0,23.0,1.0,66.0,23.0,1.0,44.0,40.0,44.0,21.0
67.0,1.0,1.0,67.0,1.0,1.0,44.0,40.0,44.0,17.0
67.0,3.0,5.0,67.0,3.0,5.0,44.0,40.0,44.0,19.0
67.0,5.0,1.0,67.0,5.0,1.0,44.0,40.0,44.0,19.0
67.0,7.0,1.0,67.0,7.0,1.0,43.0,40.0,43.0,17.0
67.0,9.0,1.0,67.0,9.0,1.0,43.0,40.0,43.0,17.0
67.0,13.0,1.0,67.0,13.0,1.0,43.0,40.0,43.0,17.0
67.0,15.0,1.0,67.0,15.0,1.0,44.0,40.0,44.0,17.0
67.0,19.0,1.0,67.0,19.0,1.0,44.0,40.0,44.0,18.0
67.0,23.0,1.0,67.0,23.0,1.0,44.0,40.0,44.0,18.0
68.0,1.0,2.0,68.0,1.0,2.0,43.0,40.0,43.0,12.0
68.0,1.0,4.0,68.0,1.0,4.0,43.0,40.0,43.0,14.0
68.0,1.0,10.0,68.0,1.0,10.0,43.0,40.0,43.0,12.0
68.0,7.0,1.0,68.0,7.0,1.0,44.0,40.0,44.0,12.0
68.0,11.0,2.0,68.0,11.0,2.0,44.0,40.0,44.0,12.0
68.0,13.0,3.0,68.0,13.0,3.0,43.0,40.0,43.0,14.0
68.0,13.0,7.0,68.0,13.0,7.0,43.0,40.0,43.0,14.0
68.0,19.0,3.0,68.0,19.0,3.0,44.0,40.0,44.0,15.0
68.0,19.0,6.0,68.0,19.0,6.0,44.0,40.0,44.0,15.0
69.0,6.0,1.0,69.0,6.0,1.0,33.0,30.0,33.0,3.0
69.0,10.0,2.0,69.0,10.0,2.0,32.0,30.0,32.0,2.0
69.0,16.0,1.0,69.0,16.0,1.0,33.0,30.0,33.0,3.0
69.0,22.0,2.0,69.0,22.0,2.0,32.0,30.0,32.0,4.0
70.0,2.0,1.0,70.0,2.0,1.0,32.0,30.0,32.0,27.0
70.0,4.0,1.0,70.0,4.0,1.0,32.0,30.0,32.0,27.0
70.0,8.0,1.0,70.0,8.0,1.0,32.0,30.0,32.0,27.0
70.0,10.0,1.0,70.0,10.0,1.0,32.0,30.0,32.0,27.0
70.0,12.0,1.0,70.0,12.0,1.0,32.0,30.0,32.0,28.0
70.0,18.0,1.0,70.0,18.0,1.0,33.0,30.0,33.0,27.0
70.0,20.0,1.0,70.0,20.0,1.0,33.0,30.0,33.0,27.0
70.0,22.0,1.0,70.0,22.0,1.0,33.0,30.0,33.0,27.0
70.0,22.0,5.0,70.0,22.0,5.0,33.0,30.0,33.0,27.0
70.0,24.0,1.0,70.0,24.0,1.0,33.0,30.0,33.0,27.0
70.0,26.0,2.0,70.0,26.0,2.0,33.0,30.0,33.0,27.0
71.0,4.0,4.0,71.0,4.0,4.0,32.0,30.0,32.0,8.0
71.0,8.0,4.0,71.0,8.0,4.0,33.0,30.0,33.0,8.0
71.0,10.0,2.0,71.0,10.0,2.0,32.0,30.0,32.0,7.0
71.0,12.0,2.0,71.0,12.0,2.0,33.0,30.0,33.0,7.0
71.0,14.0,1.0,71.0,14.0,1.0,33.0,30.0,33.0,8.0
71.0,24.0,1.0,71.0,24.0,1.0,33.0,30.0,33.0,8.0
72.0,5.0,1.0,72.0,5.0,1.0,33.0,30.0,33.0,21.0
72.0,7.0,2.0,72.0,7.0,2.0,32.0,30.0,32.0,21.0
72.0,9.0,2.0,72.0,9.0,2.0,32.0,30.0,32.0,26.0
72.0,13.0,2.0,72.0,13.0,2.0,32.0,30.0,32.0,21.0
72.0,17.0,1.0,72.0,17.0,1.0,32.0,30.0,32.0,20.0
72.0,19.0,2.0,72.0,19.0,2.0,33.0,30.0,33.0,21.0
72.0,21.0,1.0,72.0,21.0,1.0,32.0,30.0,32.0,20.0
73.0,2.0,3.0,73.0,2.0,3.0,32.0,30.0,32.0,4.0
73.0,4.0,2.0,73.0,4.0,2.0,32.0,30.0,32.0,10.0
73.0,8.0,2.0,73.0,8.0,2.0,32.0,30.0,32.0,10.0
73.0,10.0,2.0,73.0,10.0,2.0,32.0,30.0,32.0,4.0
73.0,18.0,2.0,73.0,18.0,2.0,33.0,30.0,33.0,9.0
73.0,18.0,3.0,73.0,18.0,3.0,33.0,30.0,33.0,9.0
73.0,20.0,3.0,73.0,20.0,3.0,33.0,30.0,33.0,9.0
73.0,20.0,4.0,73.0,20.0,4.0,33.0,30.0,33.0,5.0
74.0,2.0,1.0,74.0,2.0,1.0,32.0,30.0,32.0,23.0
